query,clicks,impressions,ctr,position
喫茶ルージュ 大阪,0,4,0.0,10.75
喫茶ルージュ 天王寺,0,9,0.0,5.78
喫茶ルージュ 恵美須町,0,3,0.0,6.0
喫茶ルージュ 最寄り 駅,0,1,0.0,8.0
喫茶ルージュ 最寄り駅,0,1,0.0,9.0
喫茶三番館,0,6,0.0,40.5
喫茶山水,0,13,0.0,4.31
喫茶店,0,1,0.0,1.0
喫茶店 ルージュ,0,1,0.0,11.0
喫茶店 梅田 喫煙,0,2,0.0,36.0
喫茶店ルージュ,0,1,0.0,8.0
喫茶珈琲店ピノキオ 大阪駅前第3ビル店,0,37,0.0,8.3
喫茶珈琲店ピノキオ 大阪駅前第3ビル店 メニュー,0,31,0.0,8.52
喫茶珈琲店ピノキオ 大阪駅前第3ビル店 レビュー,0,4,0.0,10.5
四季の晩酌料理 ままや,0,2,0.0,11.0
四季自然喰処 たちばな ヒルトンプラザイースト店,0,5,0.0,26.6
四季自然喰処たちばな ヒルトンプラザ イースト店,0,1,0.0,24.0
四文屋 喫煙,0,1,0.0,7.0
地下酒場アンブレラ,0,1,0.0,10.0
地魚料理ますだ,0,3,0.0,15.33
地鶏と地魚のお店 大祥庵,0,11,0.0,14.64
地鶏と鶏だしおでん 鷹仁 南船場店,0,6,0.0,21.0
地鶏焼肉 一鳥 福島店,0,7,0.0,25.57
坂上 家 梅田,0,1,0.0,16.0
坂上さちこ,0,20,0.0,8.95
坂上さちこ 梅田,0,4,0.0,9.75
坂上倶楽部 梅田,0,31,0.0,8.42
坂上家 梅田,0,28,0.0,8.86
堀江 とんかつ 大 富士,0,1,0.0,8.0
堂山 ゲイバー,0,2,0.0,18.0
堂山 タバコ吸える 居酒屋,0,42,0.0,26.33
堂山 ビアンバー,0,8,0.0,21.0
堂山 居酒屋 喫煙可,0,24,0.0,31.85
堂山タウンビル,0,1,0.0,19.0
堂山来夢,0,23,0.0,7.43
堂島アバンザ 喫煙所,0,9,0.0,17.19
堂島グラッチェ 上通り店,0,4,0.0,9.0
堂島グランバー,0,4,0.0,8.75
堂島サンボア,0,7,0.0,32.0
壱屋 福島店 レビュー,0,1,0.0,11.0
壱庵 焼き鳥 梅田,0,12,0.0,8.25
夛田葡萄酒店 別邸,0,1,0.0,10.0
大丸 喫煙所 心斎橋,0,1,0.0,2.0
大人立飲 プラスグラフ,0,2,0.0,14.5
大伍 北新地,0,1,0.0,10.0
大來軒,0,1,0.0,11.0
大分からあげと鉄板焼 勝男 第3ビルb1応援団 大阪市,0,2,0.0,10.0
大分からあげと鉄板焼 勝男 野田阪神応援団,0,1,0.0,44.0
大分からあげと鉄板焼 第2ビルb1応援団 勝男,0,3,0.0,28.0
大分からあげと鉄板焼 第3ビルb2応援団 勝男,0,5,0.0,35.2
大国町 もみの木,0,6,0.0,6.0
大国町 シーシャ,0,2,0.0,5.0
大富士堀江店,0,2,0.0,20.5
大富豪 梅田,0,2,0.0,9.0
大富豪 第2ビル店,0,6,0.0,9.67
大富豪 第2ビル店 メニュー,0,5,0.0,10.6
大富豪 第2ビル店 レビュー,0,5,0.0,9.4
大富豪 第2ビル店 写真,0,7,0.0,7.71
大富豪梅田,0,1,0.0,26.0
大来軒 別館,0,2,0.0,39.0
大祥庵,0,9,0.0,16.78
大衆串カツ よっとこ,0,5,0.0,28.22
大衆串カツよっとこ,0,2,0.0,12.0
大衆串カツよっとこ メニュー,0,1,0.0,21.0
大衆居酒屋 まじめや 難波店,0,3,0.0,11.33
大衆居酒屋 酒ト肴さしすせそ 梅田お初天神店,0,16,0.0,11.63
大衆居酒屋 酒ト肴さしすせそ 梅田お初天神店 レビュー,0,5,0.0,12.4
大衆屋台酒場 まじめや 四日市店,0,2,0.0,24.0
大衆屋台酒場 まじめや 大阪駅前第2ビル店,0,6,0.0,9.83
大衆肉酒場,0,1,0.0,8.0
大衆酒場 びりちゃん 大阪梅田店,0,7,0.0,37.86
大衆酒場 まじめや 難波店,0,4,0.0,9.75
大衆酒場 まじめや 難波店 写真,0,4,0.0,9.25
大衆酒場 ホルモンの谷口,0,2,0.0,27.5
大衆酒場 串カツとおばんざいのらっしゃいセー,0,8,0.0,41.63
大衆酒場 十八番 梅田店,0,4,0.0,21.25
大衆酒場 台所や,0,1,0.0,33.0
大衆酒場 東通りタイガー,0,1,0.0,11.0
大衆酒場 東通りタイガー レビュー,0,18,0.0,9.72
大衆酒場かど升,0,1,0.0,27.0
大衆酒場ぎふや 梅田芝田店,0,1,0.0,15.0
大衆酒場ぎふや梅田芝田店,0,5,0.0,18.2
大衆酒場ぎふや梅田芝田店 レビュー,0,1,0.0,12.0
大衆酒場だるま商店,0,3,0.0,9.67
大衆酒場びりちゃん 第3ビルb1店,0,2,0.0,15.5
大衆酒場まじめや,0,1,0.0,11.0
大衆酒場むに 喫煙,0,4,0.0,8.25
大衆酒場むにむに 梅田店,0,47,0.0,11.11
大衆酒場むにむに 梅田店 写真,0,12,0.0,10.25
大衆酒場マルタカ,0,12,0.0,26.64
大衆酒場マルリキ 大阪駅前第1ビル店,0,16,0.0,8.56
大衆酒場八銭 梅田堂山店,0,52,0.0,9.54
大衆酒場八銭 梅田堂山店 レビュー,0,1,0.0,13.0
大衆酒場八銭 梅田堂山店 写真,0,13,0.0,10.08
大衆食堂ぬ。,0,7,0.0,26.57
大衆食堂ぬ。 梅田,0,1,0.0,12.0
大衆鮨酒処 うおしん酒場,0,2,0.0,26.0
大阪,0,1,0.0,9.0
大阪 a bar,0,5,0.0,25.5
大阪 ジーノ,0,2,0.0,11.5
大阪 スナック 安い,0,1,0.0,1.0
大阪 テストセンター,0,1,0.0,1.0
大阪 ナチュラルワイン,0,1,0.0,4.0
大阪 バー おすすめ,0,1,0.0,5.0
大阪 ビアンバー,0,3,0.0,1.0
大阪 ポパイ,0,2,0.0,52.0
大阪 ミックスバー,0,3,0.0,1.0
大阪 創作居酒屋,0,1,0.0,2.0
大阪 堂山 ビアンバー,0,1,0.0,10.0
大阪 日本橋 喫茶店,0,2,0.0,1.0
大阪 日本橋 喫茶店 喫煙,0,19,0.0,6.74
大阪 響,0,1,0.0,83.0
大阪 駅 喫煙 所,0,1,0.0,23.0
大阪 駅前 第2ビル 居酒屋 喫煙可,0,5,0.0,11.13
大阪 駅前 第3ビル 居酒屋 喫煙可,0,6,0.0,10.38
大阪 駅前 第4ビル 喫煙所,0,2,0.0,14.0
大阪candy,0,1,0.0,10.0
大阪ビアンバー,0,1,0.0,1.0
大阪一 とり平,0,8,0.0,28.63
大阪中津 グルメ おすすめ,0,1,0.0,4.0
大阪名物大衆酒場 串カツとたこ焼きのらっしゃいセー,0,1,0.0,15.0
大阪名物大衆酒場 串カツとたこ焼きのらっしゃいセー 梅田 お初天神店,0,1,0.0,31.0
大阪名物大衆酒場 串カツとたこ焼きのらっしゃいセー 梅田 お初天神店 レビュー,0,1,0.0,13.0
大阪屋 梅田 レビュー,0,1,0.0,31.0
大阪市北区堂山町 16-4パールレジャービル3f,0,1,0.0,8.0
大阪府大阪市北区堂山町15-15 鳳城ビル 4f,0,3,0.0,9.67
大阪府大阪市北区曾根崎2-5-23,0,1,0.0,21.0
大阪焼肉 隠れた名店,0,1,0.0,1.0
大阪王将 喫煙,0,7,0.0,16.83
大阪第3ビル,0,1,0.0,8.0
大阪第4ビル 喫煙所,0,4,0.0,11.5
大阪第4ビル 居酒屋,0,1,0.0,57.0
大阪第四ビル 喫煙所,0,2,0.0,16.0
大阪難波隠れ家焼き肉牛隱 メニュー,0,5,0.0,9.2
大阪難波隠れ家焼き肉牛隱 レビュー,0,21,0.0,8.52
大阪韓国料理,0,1,0.0,1.0
大阪駅 喫煙,0,4,0.0,24.5
大阪駅 喫煙所,0,6,0.0,28.33
大阪駅 喫煙所 ホーム,0,1,0.0,31.0
大阪駅前 オリエンタルラウンジ,0,2,0.0,11.5
大阪駅前オリエンタルラウンジ,0,4,0.0,10.5
大阪駅前ビル 立ち飲み,0,1,0.0,34.0
大阪駅前第3ビル 喫煙所,0,1,0.0,21.0
大阪駅喫煙所,0,23,0.0,29.61
大阪駅構内喫煙所,0,14,0.0,38.36
天ぷら寿司海鮮 米福 西梅田店,0,7,0.0,23.0
天五バス停前,0,2,0.0,11.0
天六 バー,0,1,0.0,21.0
天六 喫煙所,0,1,0.0,8.0
天六応援団 大分からあげと鉄板焼 勝男,0,1,0.0,28.0
天満 bar,0,1,0.0,1.0
天満 お好み焼き,0,1,0.0,1.0
天満 オリエンタルラウンジ,0,1,0.0,11.0
天満 ゲイバー,0,1,0.0,9.0
天満 ショットバー,0,1,0.0,1.0
天満 シーシャ,0,1,0.0,28.0
天満 ジーノ,0,12,0.0,9.92
天満 スナック,0,3,0.0,4.33
天満 バー,0,6,0.0,1.17
天満 バー カラオケ,0,1,0.0,1.0
天満 ピンポンバー,0,4,0.0,10.25
天満 喫茶店 喫煙,0,1,0.0,2.0
天満 日本酒と炭火焼き まぐまらし,0,3,0.0,8.67
天満 焼き鳥 喫煙可,0,1,0.0,16.0
天満オリエンタルラウンジ,0,1,0.0,9.0
天満カラオケサケバー,0,4,0.0,6.25
天満スナック 安い,0,1,0.0,1.0
天満厳島,0,1,0.0,5.0
天王寺 ポーカー,0,1,0.0,3.0
天王寺 モーニング おすすめ,0,1,0.0,1.0
天神大ホール 梅田,0,2,0.0,13.0
天神橋筋六丁目 カフェ,0,1,0.0,1.0
天神橋筋商店街 モーニング,0,1,0.0,1.0
太融寺 タバコ吸える 居酒屋,0,62,0.0,27.14
太融寺 居酒屋 喫煙可,0,46,0.0,32.58
女装スナック,0,1,0.0,1.0
好屋麺,0,9,0.0,19.44
宵 梅田,0,5,0.0,7.2
寿 焼き鳥,0,10,0.0,11.1
寿司割烹 しきの花,0,7,0.0,10.71
寿司居酒屋 ひろ,0,4,0.0,21.25
寿司居酒屋ひろ,0,2,0.0,9.5
寿司居酒屋ひろ メニュー,0,3,0.0,10.33
小松原町喫煙所,0,4,0.0,11.25
居酒屋 vape,0,2,0.0,6.0
居酒屋 お魚と日本酒 七代目なお 天満店,0,3,0.0,22.67
居酒屋 とりで,0,1,0.0,10.0
居酒屋 とりで梅田店,0,7,0.0,20.57
居酒屋 とりで梅田駅前店,0,7,0.0,17.86
居酒屋 まじめや 大阪駅前第二ビル店,0,5,0.0,37.0
居酒屋 ジェット,0,1,0.0,10.0
居酒屋&バー swoon,0,4,0.0,19.67
居酒屋1969・3号店,0,8,0.0,11.88
居酒屋cave,0,1,0.0,14.0
居酒屋おしゃん亭,0,3,0.0,13.67
居酒屋じんべえ,0,2,0.0,22.0
居酒屋じんべえ 2ビル店,0,10,0.0,15.3
居酒屋ちとも,0,5,0.0,14.6
居酒屋ねこ,0,1,0.0,1.0
居酒屋ジェット,0,1,0.0,11.0
居酒屋スタンドコネコ,0,11,0.0,6.45
居酒屋スタンドコネコ 大阪市,0,7,0.0,8.14
居酒屋スタンドコネコ 大阪市 レビュー,0,2,0.0,11.0
居酒屋ゼゼヒヒ,0,26,0.0,16.58
居酒屋銀次,0,1,0.0,1.0
屋台居酒屋 大阪 満マル 天神橋3丁目店,0,11,0.0,26.09
屋台居酒屋 大阪 満マル 天神橋5丁目店,0,4,0.0,24.5
屋台酒場shyウーロン,0,17,0.0,10.12
島内小館,0,13,0.0,9.77
川北商店,0,1,0.0,30.0
川北商店 梅田,0,1,0.0,31.0
川奈ビル b1,0,11,0.0,3.27
席で喫煙 できる 居酒屋 大阪 個室,0,2,0.0,19.5
席で喫煙できる居酒屋 梅田,0,1,0.0,22.0
平田第2レジャービル 店舗,0,1,0.0,2.0
幸せ立ち呑み 夢ごりら,0,30,0.0,8.6
幸せ立ち呑み 夢ごりら レビュー,0,7,0.0,10.71
幸せ立ち呑み 夢ごりら 写真,0,26,0.0,9.27
弘八,0,6,0.0,9.5
弘八 梅田,0,12,0.0,10.33
得一,0,1,0.0,1.0
得一 扇町,0,2,0.0,21.5
得一 扇町店,0,9,0.0,18.33
心斎橋 かわぐち レビュー,0,1,0.0,12.0
心斎橋 カレー,0,1,0.0,1.0
心斎橋 パルコ 喫煙所,0,3,0.0,6.0
心斎橋 喫煙所,0,1,0.0,37.0
心斎橋 焼き鳥 かわぐち,0,2,0.0,31.0
心斎橋parco 喫煙所,0,14,0.0,10.21
心斎橋キーマ,0,11,0.0,6.45
心斎橋パルコ 喫煙所,0,4,0.0,7.25
心斎橋喫煙所,0,1,0.0,35.0
志づ,0,2,0.0,43.0
快活 喫煙,0,1,0.0,6.0
快活 喫煙ブース,0,1,0.0,5.0
快活club 喫煙所,0,1,0.0,6.0
快活club 西梅田曽根崎新地店 レビュー,0,8,0.0,10.63
快活クラブ 加熱式たばこ専用エリア,0,1,0.0,11.0
快活クラブ 喫煙,0,5,0.0,8.4
快活クラブ 喫煙所,0,2,0.0,4.5
快活クラブ喫煙所,0,1,0.0,5.0
快活クラブ西梅田曽根崎新地店,0,1,0.0,9.0
愛 喫煙,0,1,0.0,46.0
愛之助 道頓堀,0,1,0.0,7.0
扇町 喫煙所,0,1,0.0,11.0
扇町公園 喫煙所,0,18,0.0,10.0
扇町公園喫煙所,0,4,0.0,8.5
手作りコーヒーの店 nel,0,1,0.0,10.0
手作りコーヒーの店 nel なんばウォーク店,0,12,0.0,10.17
描喜,0,1,0.0,8.0
描喜 京橋,0,1,0.0,10.0
播鳥 肥後橋,0,1,0.0,22.0
播鳥 肥後橋店,0,12,0.0,19.67
料亭悦,0,1,0.0,21.0
新世界 おやじの串や,0,1,0.0,32.0
新世界 おやじの串や 本店,0,1,0.0,29.0
新世界 喫煙可,0,3,0.0,29.75
新世界 喫煙可 居酒屋,0,1,0.0,11.0
新世界 居酒屋 喫煙可,0,1,0.0,12.0
新新品味居,0,10,0.0,7.9
新時代 タバコ,0,5,0.0,9.83
新時代 喫煙,0,16,0.0,7.44
新時代 喫煙可,0,5,0.0,9.5
新時代 喫煙所,0,2,0.0,6.0
新時代 大阪梅田2号店,0,1,0.0,21.0
新時代 大阪梅田２号店,0,6,0.0,25.5
新時代 大阪梅田２号店 レビュー,0,1,0.0,14.0
新時代 居酒屋 タバコ 吸える,0,2,0.0,8.0
新時代タバコ,0,2,0.0,5.5
新時代喫煙,0,1,0.0,8.0
新梅田食堂街 喫煙,0,2,0.0,6.5
新梅田食堂街 喫煙所,0,2,0.0,7.0
新梅田食堂街 居酒屋 三喜,0,3,0.0,10.33
新梅田食堂街 居酒屋 三喜 レビュー,0,2,0.0,19.0
新梅田食道街 喫煙,0,7,0.0,11.0
新梅田食道街 喫煙所,0,1,0.0,12.0
新田バー,0,11,0.0,8.55
日本 パブ 加熱式たばこ 使用可能,0,2,0.0,2.0
日本橋 喫煙可能 喫茶店,0,1,0.0,11.0
日本酒 焼き鶏 弘八,0,20,0.0,10.1
日本酒とおばんざい おでん酒場 呑,0,2,0.0,19.0
日本酒とワインの店 藜 大阪府 大阪市北区 曽根崎 1-7-15 曽根崎ムーンビル 2 osaka,0,24,0.0,5.83
日本酒と炭火焼き まぐまらし 天満,0,22,0.0,9.14
日本酒と炭火焼き まぐまらし,0,2,0.0,10.5
日本酒焼き鳥 弘八,0,1,0.0,11.0
日本酒焼き鶏弘八,0,5,0.0,12.8
日本酒焼き鶏弘八（旧：まる八とり友）,0,14,0.0,6.57
日本酒焼き鶏弘八（旧：まる八とり友） 大阪市,0,50,0.0,7.76
日本酒焼き鶏弘八（旧：まる八とり友） 大阪市 レビュー,0,25,0.0,8.44
日本酒焼き鶏弘八（旧：まる八とり友） 大阪市 写真,0,11,0.0,6.27
旬平 しゅんぺい 難波中店,0,9,0.0,17.67
旬菜織部,0,13,0.0,27.63
昭和ゴールデン,0,1,0.0,44.0
昭和ゴールデン 大阪駅前第4ビル店 レビュー,0,8,0.0,11.38
昭和レトロ,0,2,0.0,1.5
昭和レトロ 大阪,0,1,0.0,1.0
昭和丸 梅田,0,12,0.0,6.75
晩ご飯,0,1,0.0,3.0
晩杯屋 タバコ,0,1,0.0,8.0
晩杯屋 喫煙,0,1,0.0,5.0
晩杯屋 大阪 駅前 第4ビル店,0,5,0.0,9.0
晩杯屋 店舗,0,1,0.0,3.0
晩杯屋 梅田,0,24,0.0,11.75
晩杯屋 第4ビル,0,2,0.0,8.0
晩杯屋 駅ビル,0,1,0.0,12.0
普通のスナック,0,22,0.0,11.41
普通のスナック 写真,0,3,0.0,10.0
曲ル角ニハ泡喰ライ,0,6,0.0,26.5
曽根崎 バー 喫煙可能,0,224,0.0,9.93
曽根崎心空,0,1,0.0,8.0
朝な夕な,0,5,0.0,45.4
本格焼酎bar ニチヨウビ メニュー,0,3,0.0,16.25
本格焼酎bar ニチヨウビ 写真,0,29,0.0,14.5
本格焼酎barニチヨウビ,0,6,0.0,7.83
東梅田 どて焼き,0,35,0.0,5.94
東梅田 タバコ吸える 居酒屋,0,15,0.0,26.13
東梅田 喫煙所,0,18,0.0,10.81
東梅田 居酒屋 喫煙可,0,17,0.0,18.35
東梅田駅 喫煙所,0,5,0.0,9.67
東梅田駅 居酒屋 喫煙,0,16,0.0,10.63
東通り カラオケバー,0,4,0.0,12.5
東通り タイガー,0,1,0.0,12.0
東通り タバコ吸える 居酒屋,0,77,0.0,26.1
東通り 居酒屋 喫煙可,0,67,0.0,26.32
板場居酒屋 海源丸,0,2,0.0,13.5
板場居酒屋 海源丸 レビュー,0,2,0.0,10.0
林檎と,0,5,0.0,6.0
林檎と 福島,0,9,0.0,7.33
林檎と、,0,17,0.0,5.76
林檎と、 福島,0,7,0.0,7.57
桜川 ランチ,0,1,0.0,24.0
梅田 ajito,0,1,0.0,6.0
梅田 arata,0,5,0.0,33.8
梅田 b4,0,11,0.0,8.91
梅田 maniwa,0,14,0.0,6.07
梅田 mememe,0,8,0.0,9.25
梅田 musch,0,1,0.0,9.0
梅田 nito,0,2,0.0,9.5
梅田 sol,0,1,0.0,41.0
梅田 tucusi,0,4,0.0,10.0
梅田 うまかもん 大阪駅前店,0,9,0.0,10.67
梅田 お好み焼き 喫煙可,0,2,0.0,22.0
梅田 さしすせそ,0,2,0.0,16.0
梅田 じんべえ,0,1,0.0,38.0
梅田 せんべろ,0,2,0.0,32.5
梅田 だるま商店,0,1,0.0,10.0
梅田 とりぞう,0,2,0.0,12.0
梅田 むにむに,0,2,0.0,12.0
梅田 むにむに 居酒屋,0,3,0.0,9.67
梅田 アステリア,0,2,0.0,18.0
梅田 イタリアン tucusi,0,1,0.0,35.0
梅田 オモニ 韓国料理,0,6,0.0,8.67
梅田 オースリー,0,4,0.0,12.5
梅田 カフェ 喫煙,0,1,0.0,37.0
梅田 カラオケ バー,0,1,0.0,12.0
梅田 カラオケバー,0,2,0.0,21.5
梅田 ゲームバー,0,2,0.0,27.5
梅田 サンボア,0,1,0.0,36.0
梅田 シーシャ バー リンク shisha cafe&bar link,0,3,0.0,10.33
梅田 ジャジャバー,0,1,0.0,16.0
梅田 ジャンカラ,0,3,0.0,26.33
梅田 ジーノ,0,1,0.0,13.0
梅田 ジーノ バー,0,3,0.0,11.5
梅田 スナック,0,6,0.0,6.4
梅田 スナック カラオケ,0,2,0.0,19.0
梅田 タバコ吸える 居酒屋,0,57,0.0,23.38
梅田 タバコ吸える場所,0,7,0.0,12.5
梅田 タバコ吸える居酒屋,0,3,0.0,30.33
梅田 ドトール 喫煙,0,32,0.0,10.27
梅田 バー,0,1,0.0,61.0
梅田 バー カジュアル,0,1,0.0,18.0
梅田 パワースポット,0,2,0.0,3.0
梅田 ビアンバー,0,32,0.0,6.88
梅田 プラム,0,3,0.0,24.33
梅田 ボードゲーム,0,1,0.0,56.0
梅田 マジックバー,0,1,0.0,22.0
梅田 マハラジャ,0,1,0.0,30.0
梅田 マルシン,0,2,0.0,10.5
梅田 ミックスバー,0,2,0.0,1.0
梅田 メゾンプラス,0,3,0.0,17.33
梅田 ライオンハート,0,3,0.0,9.33
梅田 リリス,0,8,0.0,9.5
梅田 リンクス 喫煙所,0,6,0.0,8.1
梅田 レズビアンバー,0,1,0.0,2.0
梅田 ワインバル,0,2,0.0,15.5
梅田 三喜,0,1,0.0,7.0
梅田 個室 喫煙可 居酒屋,0,3,0.0,9.0
梅田 個室 居酒屋 喫煙可,0,12,0.0,10.75
梅田 個室居酒屋 喫煙可,0,4,0.0,10.75
梅田 初音,0,1,0.0,8.0
梅田 勝商店,0,8,0.0,8.5
梅田 喫煙,0,12,0.0,33.79
梅田 喫煙 カフェ,0,4,0.0,32.0
梅田 喫煙 個室,0,10,0.0,8.6
梅田 喫煙 居酒屋,0,5,0.0,34.13
梅田 喫煙可,0,1,0.0,28.0
梅田 喫煙可 個室,0,10,0.0,9.0
梅田 喫煙可能 居酒屋 安い,0,1,0.0,7.0
梅田 喫煙所,0,4,0.0,32.0
梅田 喫茶店 喫煙,0,2,0.0,35.0
梅田 喫茶店 喫煙可,0,1,0.0,33.0
梅田 坂上倶楽部,0,3,0.0,10.0
梅田 坂上家,0,1,0.0,9.0
梅田 外国人 バー,0,1,0.0,1.0
梅田 夢ごりら,0,4,0.0,8.75
梅田 大富豪 焼き鳥,0,1,0.0,10.0
梅田 宵,0,12,0.0,8.25
梅田 居酒屋 喫煙,0,1,0.0,26.0
梅田 居酒屋 喫煙 可,0,5,0.0,31.89
梅田 居酒屋 喫煙可,0,74,0.0,26.85
梅田 居酒屋 喫煙可 安い,0,3,0.0,6.33
梅田 居酒屋 喫煙可能,0,1,0.0,17.0
梅田 晩杯屋,0,6,0.0,11.5
梅田 東通り スナック,0,1,0.0,10.0
梅田 水響,0,1,0.0,35.0
梅田 泡泡浴,0,4,0.0,22.75
梅田 焼肉,0,1,0.0,2.0
梅田 王将,0,1,0.0,69.0
梅田 笠松,0,4,0.0,9.25
梅田 鉄板神社,0,5,0.0,10.2
梅田 韓デリ,0,30,0.0,10.03
梅田 韓国料理 喫煙可,0,11,0.0,10.0
梅田 食べ飲み放題 喫煙可,0,4,0.0,9.75
梅田 飲み放題 喫煙可,0,4,0.0,7.5
梅田mememe,0,4,0.0,10.0
梅田smバー,0,1,0.0,15.0
梅田えびすちゃん,0,1,0.0,24.0
梅田むにむに,0,2,0.0,11.0
梅田クリスタルビル バー,0,3,0.0,9.0
梅田ゴールデン酒場,0,3,0.0,21.0
梅田サンボア,0,12,0.0,35.54
梅田スナック,0,3,0.0,6.0
梅田タバコ吸える場所,0,2,0.0,13.0
梅田メゾンプラス,0,1,0.0,9.0
梅田ラフテル,0,30,0.0,7.57
梅田リリス,0,1,0.0,10.0
梅田リンクス 喫煙所,0,13,0.0,10.92
梅田喫煙可能カフェ,0,1,0.0,26.0
梅田喫煙可能喫茶店,0,1,0.0,31.0
梅田喫煙所,0,4,0.0,27.67
梅田喫煙所マップ,0,1,0.0,27.0
梅田大富豪,0,1,0.0,10.0
梅田大衆酒場ｈ,0,2,0.0,12.0
梅田居酒屋喫煙可,0,1,0.0,19.0
梅田東通うまかもん,0,1,0.0,9.0
梅田東通うまかもん 梅田東通店,0,78,0.0,10.17
梅田東通うまかもん 梅田東通店 レビュー,0,7,0.0,9.57
梅田泡,0,1,0.0,24.0
梅田熱狂酒房,0,1,0.0,11.0
梅田白煙,0,1,0.0,40.0
梅田茶屋町北応援団 大分からあげと鉄板焼 勝男,0,8,0.0,30.13
梅田茶屋町応援団 大分からあげと鉄板焼 勝男,0,12,0.0,32.66
梅田駅 タバコ吸える 居酒屋,0,38,0.0,28.55
梅田駅 喫煙所,0,7,0.0,19.61
梅田駅 居酒屋 喫煙可,0,67,0.0,21.84
梅田駅周辺 喫煙所,0,1,0.0,31.0
楽都 堂山,0,3,0.0,9.0
楽都 大阪,0,2,0.0,7.5
横浜珈琲 天神橋3丁目店 メニュー,0,7,0.0,12.14
欧風肉料理 バル カフェ トレッチェ,0,1,0.0,5.0
比嘉くん,0,1,0.0,38.0
水響 梅田,0,2,0.0,33.5
江南一品,0,11,0.0,11.64
河家,0,4,0.0,9.5
泰三屋,0,3,0.0,8.33
洋食酒場満天屋本店,0,3,0.0,43.67
浜焼き酒場磯の香り,0,5,0.0,9.8
海幸丸百番,0,6,0.0,21.0
海源丸 難波,0,4,0.0,7.25
海鮮 肉 鉄板 バル okiumiya,0,2,0.0,23.5
海鮮×肉×鉄板バル okiumiya,0,94,0.0,25.86
海鮮串焼き専門店 まつりや,0,3,0.0,16.33
海鮮居酒屋 海幸丸 百番 梅田茶屋町店,0,27,0.0,9.11
淀屋橋 じゅう じろう,0,4,0.0,21.0
淀屋橋 ランチ 女子,0,1,0.0,21.0
淀屋橋 ランチ 定食,0,1,0.0,42.0
淀屋橋 喫煙可 居酒屋,0,1,0.0,2.0
淀屋橋 居酒屋,0,1,0.0,1.0
淀屋橋 韓国料理,0,1,0.0,33.0
淀屋橋じゅうじろう,0,6,0.0,21.83
深夜焼肉 いちのいち,0,5,0.0,10.4
深夜焼肉いちのいち,0,27,0.0,10.85
満マル 梅田,0,3,0.0,11.33
満喫 喫煙可能,0,1,0.0,7.0
満願亭 梅田,0,4,0.0,8.25
源ちゃん 梅田,0,2,0.0,12.0
激安居酒屋ワイルドヤ,0,1,0.0,23.0
激安居酒屋ワイルドヤ 写真,0,2,0.0,12.0
炉端とホルモンと串焼きとおでん とっとっと 梅田お初天神店,0,9,0.0,26.22
炉端・焼鳥・海鮮 『七囲炉 』,0,3,0.0,8.33
炉端・焼鳥・海鮮『七囲炉』,0,2,0.0,9.0
炉端・焼鳥・海鮮『七囲炉』 レビュー,0,1,0.0,16.0
炉端焼き酒場 中々 肥後橋店,0,3,0.0,8.33
炉端焼鳥海鮮 七囲炉,0,4,0.0,16.0
炊き餃子川添,0,1,0.0,10.0
炭小町,0,10,0.0,8.9
炭屋 へべれけ,0,11,0.0,12.09
炭屋へべれけ,0,5,0.0,10.6
炭火と酒とげんげん,0,65,0.0,9.05
炭火やきとり愛之助 道頓堀店,0,9,0.0,8.89
炭火串焼 らいず,0,3,0.0,35.0
炭火串焼 らいず 天満店,0,4,0.0,28.25
炭火串焼らいず 南森町店,0,11,0.0,20.27
炭火串焼らいず南森町店,0,8,0.0,20.5
炭火焼き 煙 本店,0,123,0.0,8.96
炭火焼き 煙 本店 レビュー,0,4,0.0,11.75
炭火焼き 煙 本店 写真,0,15,0.0,9.07
炭火焼き煙 梅田,0,1,0.0,19.0
炭火焼肉 ホルモン モツの関ちゃん,0,8,0.0,18.63
炭火焼肉 艸,0,1,0.0,19.0
炭火焼肉しんちゃん 梅田堂山店,0,1,0.0,45.0
炭火焼肉そう,0,1,0.0,10.0
炭火焼肉リバティ,0,1,0.0,15.0
炭火焼肉リバティ 北新地店,0,8,0.0,23.5
炭火焼肉・ホルモン モツの関ちゃん レビュー,0,1,0.0,20.0
炭火焼鳥 あさヰ 中崎町 レビュー,0,21,0.0,7.14
炭火焼鳥 とこ葉 なんば店,0,6,0.0,25.5
炭火焼鳥 壱庵,0,4,0.0,9.5
炭火焼鳥 瑞,0,1,0.0,33.0
炭火焼鳥 瑞炎 梅田茶屋町店,0,1,0.0,16.0
炭火焼鳥 鶏co,0,20,0.0,9.95
炭火焼鳥 鶏co レビュー,0,4,0.0,10.5
炭火焼鳥 鶏えん,0,20,0.0,23.16
炭火焼鳥 鶏えん 大阪駅前第3ビル店,0,1,0.0,19.0
炭火焼鳥鶏co,0,9,0.0,9.44
炭焼toki,0,1,0.0,8.0
炭焼き bar 心,0,1,0.0,32.0
炭焼きbar 心 cocoro 梅田本店,0,3,0.0,28.0
炭焼と釜めし 源ちゃん,0,4,0.0,13.5
炭焼屋勝商店,0,9,0.0,23.56
炭焼笑店 陽 お初天神 裏参道,0,3,0.0,22.0
炭焼笑店 陽 お初天神裏参道,0,1,0.0,23.0
炭達磨 梅田,0,3,0.0,10.33
焼きしゃぶ 焼肉 笠松,0,8,0.0,8.5
